__status,sys_created_by,sys_created_on,sys_id,sys_mod_count,sys_updated_by,sys_updated_on,u_bldg_code,u_building,u_comments,u_floor,u_name,u_room,u_room_key,u_tr
success,RhondaAdmin,2014-03-24 21:04:23,62324f1389a31100090da23bf5f0e426,0,RhondaAdmin,2014-03-24 21:04:23,b9b04b1389a31100090da23bf5f0e4e4,3a561b0454cd6c00370f77cd1a50ee6d, (MSCNS Floor: 07 Rm: 7009),e8575fc454cd6c00370f77cd1a50ee15,BIH07A,,PMS9,A
success,RhondaAdmin,2014-03-24 21:04:23,62324f1389a31100090da23bf5f0e427,0,RhondaAdmin,2014-03-24 21:04:23,b9b04b1389a31100090da23bf5f0e4e4,3a561b0454cd6c00370f77cd1a50ee6d, (MSCNS Floor: 11 Rm: 11009),d257930854cd6c00370f77cd1a50ee42,BIH11A,,PMS9,A
success,RhondaAdmin,2014-03-24 21:24:19,62c64f5389a31100090da23bf5f0e4e9,0,RhondaAdmin,2014-03-24 21:24:19,,,,,OSTL00A,,,
success,RhondaAdmin,2014-03-24 21:03:54,63120f1389a31100090da23bf5f0e4a9,0,RhondaAdmin,2014-03-24 21:03:54,bdb04b1389a31100090da23bf5f0e4e5,e8575f4454cd6c00370f77cd1a50ee6e, (MSCNS Floor: 01 Rm: 1010),ac571bc454cd6c00370f77cd1a50eef8,CTX01A,,PMS9,A
success,RhondaAdmin,2014-03-24 21:03:54,63120f1389a31100090da23bf5f0e4aa,0,RhondaAdmin,2014-03-24 21:03:54,31b04b1389a31100090da23bf5f0e4e6,bc575f4454cd6c00370f77cd1a50ee99, (MSCNS Floor: 02 Rm: 2010),30575bc454cd6c00370f77cd1a50ee5f,DENT02A,,PMS9,A
success,RhondaAdmin,2014-03-24 21:04:10,63220f1389a31100090da23bf5f0e4e5,0,RhondaAdmin,2014-03-24 21:04:10,8ab04b1389a31100090da23bf5f0e4e8,25579f4454cd6c00370f77cd1a50ee15, (MSCNS Floor: 01 Rm: 001),ac571bc454cd6c00370f77cd1a50eef8,PP01A,,hubble box,A
success,RhondaAdmin,2014-03-24 21:04:11,63220f1389a31100090da23bf5f0e4e6,0,RhondaAdmin,2014-03-24 21:04:11,0eb04b1389a31100090da23bf5f0e4e8,24569f0454cd6c00370f77cd1a50ee63, (MSCNS Floor: 05 Rm: 5012),b1579bc454cd6c00370f77cd1a50ee4e,PRB05A,,PMS9,A
success,RhondaAdmin,2014-03-24 21:04:27,63324f1389a31100090da23bf5f0e42f,1,svc-midsrv,2014-06-07 09:01:09,06b04b1389a31100090da23bf5f0e4e9,2357df4454cd6c00370f77cd1a50eecd,No key slot on door knob (MSCNS Floor: 01 Rm: None),ac571bc454cd6c00370f77cd1a50eef8,SARPY01A,,None,A
success,RhondaAdmin,2014-03-24 21:04:15,64324f1389a31100090da23bf5f0e408,0,RhondaAdmin,2014-03-24 21:04:15,f9b04b1389a31100090da23bf5f0e4e4,ee575b4454cd6c00370f77cd1a50ee21, (MSCNS Floor: 06 Rm: n/a),7d579bc454cd6c00370f77cd1a50ee78,BLVD06E,,PMS59,E
success,RhondaAdmin,2014-03-24 21:04:23,66324f1389a31100090da23bf5f0e426,0,RhondaAdmin,2014-03-24 21:04:23,b9b04b1389a31100090da23bf5f0e4e4,3a561b0454cd6c00370f77cd1a50ee6d, (MSCNS Floor: 08 Rm: 8009),b5579fc454cd6c00370f77cd1a50ee4c,BIH08A,,PMS9,A
success,RhondaAdmin,2014-03-24 21:04:23,66324f1389a31100090da23bf5f0e427,1,svc-midsrv,2014-06-07 09:01:04,b9b04b1389a31100090da23bf5f0e4e4,3a561b0454cd6c00370f77cd1a50ee6d,Use BJC key box on 2nd floor.  Changed key to AAA1 as of 3/24/14 (MSCNS Floor: 05 Rm: 5004),b1579bc454cd6c00370f77cd1a50ee4e,BIH05A,,AAA1,A
success,RhondaAdmin,2014-03-24 21:03:54,67120f1389a31100090da23bf5f0e4a9,0,RhondaAdmin,2014-03-24 21:03:54,bdb04b1389a31100090da23bf5f0e4e5,e8575f4454cd6c00370f77cd1a50ee6e, (MSCNS Floor: 02 Rm: 2005),30575bc454cd6c00370f77cd1a50ee5f,CTX02A,,PMS9,A
success,RhondaAdmin,2014-03-24 21:03:54,67120f1389a31100090da23bf5f0e4aa,0,RhondaAdmin,2014-03-24 21:03:54,31b04b1389a31100090da23bf5f0e4e6,bc575f4454cd6c00370f77cd1a50ee99, (MSCNS Floor: 02 Rm: 2012),30575bc454cd6c00370f77cd1a50ee5f,DENT02B,,PMS9,B
success,RhondaAdmin,2014-03-24 21:04:10,67220f1389a31100090da23bf5f0e4e5,0,RhondaAdmin,2014-03-24 21:04:10,0eb04b1389a31100090da23bf5f0e4e8,24569f0454cd6c00370f77cd1a50ee63, (MSCNS Floor: 02 Rm: 2022),30575bc454cd6c00370f77cd1a50ee5f,PRB02A,,PMS9,A
success,RhondaAdmin,2014-03-24 21:04:11,67220f1389a31100090da23bf5f0e4e6,0,RhondaAdmin,2014-03-24 21:04:11,0eb04b1389a31100090da23bf5f0e4e8,24569f0454cd6c00370f77cd1a50ee63, (MSCNS Floor: 06 Rm: 6012),7d579bc454cd6c00370f77cd1a50ee78,PRB06A,,PMS9,A
success,RhondaAdmin,2014-03-24 21:04:27,67324f1389a31100090da23bf5f0e430,1,svc-midsrv,2014-06-07 09:01:10,f5b04b1389a31100090da23bf5f0e4e5,b056d34454cd6c00370f77cd1a50ee05, (MSCNS Floor: 02 Rm: 264),30575bc454cd6c00370f77cd1a50ee5f,CID02E,,3A-1,E
success,RhondaAdmin,2014-03-24 21:04:14,68324f1389a31100090da23bf5f0e407,0,RhondaAdmin,2014-03-24 21:04:14,8eb04b1389a31100090da23bf5f0e4e9,9b57df4454cd6c00370f77cd1a50ee91,"wall mount rack, no key (MSCNS Floor: 02 Rm: 224A)",30575bc454cd6c00370f77cd1a50ee5f,STOWN02A,,No key,A
success,RhondaAdmin,2014-03-24 21:04:15,68324f1389a31100090da23bf5f0e408,0,RhondaAdmin,2014-03-24 21:04:15,39b04b1389a31100090da23bf5f0e4e6,5f57d74454cd6c00370f77cd1a50ee0a, (MSCNS Floor: 01 Rm: 1010),ac571bc454cd6c00370f77cd1a50eef8,FPE01D,,PMS9,D
success,RhondaAdmin,2014-03-24 21:04:31,68424f1389a31100090da23bf5f0e445,1,svc-midsrv,2014-06-07 09:01:16,cab04b1389a31100090da23bf5f0e4e9,96561b0454cd6c00370f77cd1a50ee3d, (MSCNS Floor: 01 Rm: 1006),ac571bc454cd6c00370f77cd1a50eef8,SOUTH01A,,MPP,A
success,RhondaAdmin,2014-03-24 21:04:22,6a324f1389a31100090da23bf5f0e425,0,RhondaAdmin,2014-03-24 21:04:22,b9b04b1389a31100090da23bf5f0e4e4,3a561b0454cd6c00370f77cd1a50ee6d, (MSCNS Floor: 01 Rm: 1004),ac571bc454cd6c00370f77cd1a50eef8,BIH01A,,CBCA1,A
success,RhondaAdmin,2014-03-24 21:04:23,6a324f1389a31100090da23bf5f0e426,0,RhondaAdmin,2014-03-24 21:04:23,b9b04b1389a31100090da23bf5f0e4e4,3a561b0454cd6c00370f77cd1a50ee6d, (MSCNS Floor: 09 Rm: 9009),fa57dfc454cd6c00370f77cd1a50ee4e,BIH09A,,PMS9,A
success,RhondaAdmin,2014-03-24 21:04:23,6a324f1389a31100090da23bf5f0e427,0,RhondaAdmin,2014-03-24 21:04:23,b9b04b1389a31100090da23bf5f0e4e4,3a561b0454cd6c00370f77cd1a50ee6d, (MSCNS Floor: 04 Rm: 4004),25579bc454cd6c00370f77cd1a50ee23,BIH04A,,CBCA1,A
success,RhondaAdmin,2014-03-24 21:24:19,6ac64f5389a31100090da23bf5f0e4eb,1,svc-midsrv,2014-06-07 09:00:50,134ca36351e3110032e3236e4abe279c,bf57d74454cd6c00370f77cd1a50ee54, (MSCNS Floor: 04 Rm: 4S20Y),25579bc454cd6c00370f77cd1a50ee23,SLCHT04A,,ABDC,A
success,RhondaAdmin,2014-03-24 21:03:54,6b120f1389a31100090da23bf5f0e4a9,0,RhondaAdmin,2014-03-24 21:03:54,31b04b1389a31100090da23bf5f0e4e6,bc575f4454cd6c00370f77cd1a50ee99, (MSCNS Floor: 01 Rm: 1010),ac571bc454cd6c00370f77cd1a50eef8,DENT01A,,PMS9,A
success,RhondaAdmin,2014-03-24 21:03:54,6b120f1389a31100090da23bf5f0e4aa,0,RhondaAdmin,2014-03-24 21:03:54,31b04b1389a31100090da23bf5f0e4e6,bc575f4454cd6c00370f77cd1a50ee99, (MSCNS Floor: 03 Rm: 3010),59575bc454cd6c00370f77cd1a50eec9,DENT03A,,PMS9,A
success,RhondaAdmin,2014-03-24 21:04:10,6b220f1389a31100090da23bf5f0e4e5,0,RhondaAdmin,2014-03-24 21:04:10,0eb04b1389a31100090da23bf5f0e4e8,24569f0454cd6c00370f77cd1a50ee63, (MSCNS Floor: 03 Rm: 3012),59575bc454cd6c00370f77cd1a50eec9,PRB03A,,PMS9,A
success,RhondaAdmin,2014-03-24 21:04:11,6b220f1389a31100090da23bf5f0e4e6,0,RhondaAdmin,2014-03-24 21:04:11,0eb04b1389a31100090da23bf5f0e4e8,24569f0454cd6c00370f77cd1a50ee63, (MSCNS Floor: 07 Rm: 7012),e8575fc454cd6c00370f77cd1a50ee15,PRB07A,,PMS9,A
success,RhondaAdmin,2014-03-24 21:24:23,6bc68f5389a31100090da23bf5f0e419,1,svc-midsrv,2014-06-07 09:01:10,fa4ca36351e3110032e3236e4abe2797,034cbe06354d210032e3049cc90c0eba, (MSCNS Floor: 01 Rm: 1140L),ac571bc454cd6c00370f77cd1a50eef8,RD01C,,PMS9,C
success,RhondaAdmin,2014-03-24 21:04:15,6c324f1389a31100090da23bf5f0e408,0,RhondaAdmin,2014-03-24 21:04:15,39b04b1389a31100090da23bf5f0e4e6,5f57d74454cd6c00370f77cd1a50ee0a,changed from key CSKSM per Lee 11/9/12 (MSCNS Floor: 02 Rm: 02E),30575bc454cd6c00370f77cd1a50ee5f,FPE02E,,PMS9,E
success,RhondaAdmin,2014-03-24 21:04:31,6c424f1389a31100090da23bf5f0e445,0,RhondaAdmin,2014-03-24 21:04:31,02b04b1389a31100090da23bf5f0e4ea,01571b4454cd6c00370f77cd1a50ee44, (MSCNS Floor: 01 Rm: 1-093),ac571bc454cd6c00370f77cd1a50eef8,SWT01A,,CBCA,A
success,RhondaAdmin,2014-03-24 21:04:35,6d424f1389a31100090da23bf5f0e44d,1,svc-midsrv,2014-06-07 09:01:21,c2b04b1389a31100090da23bf5f0e4ea,ae56534454cd6c00370f77cd1a50eec5,Clopton auditorium booth (MSCNS Floor: 0G Rm: none),a8c9fe60406c0100a7c4289f845e4dd5,WC00B,,CBCA1,B
success,RhondaAdmin,2014-03-24 21:04:23,6e324f1389a31100090da23bf5f0e425,0,RhondaAdmin,2014-03-24 21:04:23,b9b04b1389a31100090da23bf5f0e4e4,3a561b0454cd6c00370f77cd1a50ee6d, (MSCNS Floor: 06 Rm: NA),7d579bc454cd6c00370f77cd1a50ee78,BIH06A,,Mech Space,A
success,RhondaAdmin,2014-03-24 21:04:23,6e324f1389a31100090da23bf5f0e426,0,RhondaAdmin,2014-03-24 21:04:23,b9b04b1389a31100090da23bf5f0e4e4,3a561b0454cd6c00370f77cd1a50ee6d, (MSCNS Floor: 10 Rm: 10009),cd57530854cd6c00370f77cd1a50ee20,BIH10A,,PMS9,A
success,RhondaAdmin,2014-03-24 21:03:54,6f120f1389a31100090da23bf5f0e4a9,2,svc-midsrv,2014-06-07 09:00:23,31b04b1389a31100090da23bf5f0e4e6,bc575f4454cd6c00370f77cd1a50ee99, (MSCNS Floor: 01 Rm: 1012),ac571bc454cd6c00370f77cd1a50eef8,DENT01B,,PMS9,B
success,RhondaAdmin,2014-03-24 21:03:55,6f120f1389a31100090da23bf5f0e4aa,0,RhondaAdmin,2014-03-24 21:03:55,31b04b1389a31100090da23bf5f0e4e6,bc575f4454cd6c00370f77cd1a50ee99, (MSCNS Floor: 03 Rm: 3012),59575bc454cd6c00370f77cd1a50eec9,DENT03B,,PMS9,B
success,RhondaAdmin,2014-03-24 21:04:10,6f220f1389a31100090da23bf5f0e4e5,0,RhondaAdmin,2014-03-24 21:04:10,0eb04b1389a31100090da23bf5f0e4e8,24569f0454cd6c00370f77cd1a50ee63, (MSCNS Floor: 04 Rm: 4012),25579bc454cd6c00370f77cd1a50ee23,PRB04A,,PMS9,A
success,RhondaAdmin,2014-03-24 21:03:43,70120f1389a31100090da23bf5f0e485,0,RhondaAdmin,2014-03-24 21:03:43,f1b04b1389a31100090da23bf5f0e4e5,3e56174454cd6c00370f77cd1a50ee59, (MSCNS Floor: 04 Rm: 4113),25579bc454cd6c00370f77cd1a50ee23,CAM04B,,CBCA1,B
success,RhondaAdmin,2014-03-24 21:03:43,70120f1389a31100090da23bf5f0e486,0,RhondaAdmin,2014-03-24 21:03:43,f1b04b1389a31100090da23bf5f0e4e5,3e56174454cd6c00370f77cd1a50ee59, (MSCNS Floor: 06 Rm: 6125),7d579bc454cd6c00370f77cd1a50ee78,CAM06B,,CBCA1,B
success,svc-midsrv,2014-06-24 09:01:39,701f06f8b96de100bfac9d5b8151791d,0,svc-midsrv,2014-06-24 09:01:39,f9b04b1389a31100090da23bf5f0e4e7,51561f0454cd6c00370f77cd1a50ee6a, (MSCNS Floor: 03 Rm: 368A),59575bc454cd6c00370f77cd1a50eec9,MS03C,,,C
success,RhondaAdmin,2014-03-24 21:04:32,70424f1389a31100090da23bf5f0e447,1,svc-midsrv,2014-06-07 09:01:17,b9b04b1389a31100090da23bf5f0e4e7,63571f4454cd6c00370f77cd1a50ee9d, (MSCNS Floor: 04 Rm: 7A),25579bc454cd6c00370f77cd1a50ee23,MONT07A,,Unknown,A
success,RhondaAdmin,2014-03-24 21:04:32,70424f1389a31100090da23bf5f0e448,1,svc-midsrv,2014-06-07 09:01:17,f1b04b1389a31100090da23bf5f0e4e5,3e56174454cd6c00370f77cd1a50ee59,room number is 14400BB (MSCNS Floor: 14 Rm: 14400),f7579b0854cd6c00370f77cd1a50ee0e,CAM14A,,CBCA,A
success,RhondaAdmin,2014-03-24 21:04:24,72324f1389a31100090da23bf5f0e428,0,RhondaAdmin,2014-03-24 21:04:24,b9b04b1389a31100090da23bf5f0e4e4,3a561b0454cd6c00370f77cd1a50ee6d, (MSCNS Floor: 02 Rm: 2004),30575bc454cd6c00370f77cd1a50ee5f,BIH02A,,CBCA1,A
success,RhondaAdmin,2014-03-24 21:04:41,72424f1389a31100090da23bf5f0e467,0,RhondaAdmin,2014-03-24 21:04:41,46b04b1389a31100090da23bf5f0e4ea,f756934454cd6c00370f77cd1a50ee6b,"no key, it's a lab area IM is using for an encryption project. (MSCNS Floor: 05 Rm: 5509)",b1579bc454cd6c00370f77cd1a50ee4e,WH05B,,none,B
success,RhondaAdmin,2014-03-24 21:04:28,73324f1389a31100090da23bf5f0e43f,1,svc-midsrv,2014-06-07 09:01:12,cab04b1389a31100090da23bf5f0e4e9,96561b0454cd6c00370f77cd1a50ee3d,New room built out with no room number yet. 3/24/14 (MSCNS Floor: 04 Rm: None),25579bc454cd6c00370f77cd1a50ee23,SOUTH04A,,PMS9,A
success,RhondaAdmin,2014-03-24 21:03:42,74120f1389a31100090da23bf5f0e484,1,svc-midsrv,2014-06-07 09:00:06,f1b04b1389a31100090da23bf5f0e4e5,3e56174454cd6c00370f77cd1a50ee59,room is CMLL-090 (MSCNS Floor: 0G Rm: 090),a8c9fe60406c0100a7c4289f845e4dd5,CAM00C,,CBCA1,C
success,RhondaAdmin,2014-03-24 21:03:43,74120f1389a31100090da23bf5f0e485,0,RhondaAdmin,2014-03-24 21:03:43,f1b04b1389a31100090da23bf5f0e4e5,3e56174454cd6c00370f77cd1a50ee59, (MSCNS Floor: 05 Rm: 5416),b1579bc454cd6c00370f77cd1a50ee4e,CAM05A,,CBCA1,A
success,RhondaAdmin,2014-03-24 21:03:43,74120f1389a31100090da23bf5f0e486,0,RhondaAdmin,2014-03-24 21:03:43,f1b04b1389a31100090da23bf5f0e4e5,3e56174454cd6c00370f77cd1a50ee59, (MSCNS Floor: 07 Rm: 7312),e8575fc454cd6c00370f77cd1a50ee15,CAM07A,,CBCA1,A
success,svc-midsrv,2014-06-24 09:01:39,741f06f8b96de100bfac9d5b8151791d,0,svc-midsrv,2014-06-24 09:01:39,f9b04b1389a31100090da23bf5f0e4e7,51561f0454cd6c00370f77cd1a50ee6a, (MSCNS Floor: 03 Rm: 367),59575bc454cd6c00370f77cd1a50eec9,MS03D,,,D
success,RhondaAdmin,2014-03-24 21:03:59,74220f1389a31100090da23bf5f0e4b4,1,svc-midsrv,2014-06-07 09:00:30,f9b04b1389a31100090da23bf5f0e4e4,ee575b4454cd6c00370f77cd1a50ee21, (MSCNS Floor: 0B Rm: B013),7f57130854cd6c00370f77cd1a50ee1b,BLVD00W,,PMS9,W
success,RhondaAdmin,2014-03-24 21:04:32,74424f1389a31100090da23bf5f0e448,1,svc-midsrv,2014-06-07 09:01:17,31b04b1389a31100090da23bf5f0e4e6,bc575f4454cd6c00370f77cd1a50ee99, (MSCNS Floor: 0G Rm: G016),a8c9fe60406c0100a7c4289f845e4dd5,DENT0GA,,PMS9,G
success,RhondaAdmin,2014-03-24 21:04:20,75324f1389a31100090da23bf5f0e420,0,RhondaAdmin,2014-03-24 21:04:20,79b04b1389a31100090da23bf5f0e4e6,86571b4454cd6c00370f77cd1a50eedb, (MSCNS Floor: 02 Rm: 20810),30575bc454cd6c00370f77cd1a50ee5f,FPMC02B,,badge,B
success,RhondaAdmin,2014-03-24 21:04:41,76424f1389a31100090da23bf5f0e467,0,RhondaAdmin,2014-03-24 21:04:41,c2b04b1389a31100090da23bf5f0e4ea,ae56534454cd6c00370f77cd1a50eec5, (MSCNS Floor: 04 Rm: 405),25579bc454cd6c00370f77cd1a50ee23,WC04A,,PMS9,A
success,RhondaAdmin,2014-03-24 21:04:28,77324f1389a31100090da23bf5f0e43f,0,RhondaAdmin,2014-03-24 21:04:28,f1b04b1389a31100090da23bf5f0e4e5,3e56174454cd6c00370f77cd1a50ee59,rm CC01-041 (MSCNS Floor: 01 Rm: 041),ac571bc454cd6c00370f77cd1a50eef8,CAM01A,,CBCA,A
success,RhondaAdmin,2014-03-24 21:03:43,78120f1389a31100090da23bf5f0e484,0,RhondaAdmin,2014-03-24 21:03:43,f1b04b1389a31100090da23bf5f0e4e5,3e56174454cd6c00370f77cd1a50ee59, (MSCNS Floor: 03 Rm: 3414),59575bc454cd6c00370f77cd1a50eec9,CAM03A,,CBCA1,A
success,RhondaAdmin,2014-03-24 21:03:43,78120f1389a31100090da23bf5f0e485,0,RhondaAdmin,2014-03-24 21:03:43,f1b04b1389a31100090da23bf5f0e4e5,3e56174454cd6c00370f77cd1a50ee59, (MSCNS Floor: 05 Rm: 5238),b1579bc454cd6c00370f77cd1a50ee4e,CAM05B,,CBCA1,B
success,RhondaAdmin,2014-03-24 21:24:20,7ac64f5389a31100090da23bf5f0e4f5,1,svc-midsrv,2014-06-07 09:00:50,134ca36351e3110032e3236e4abe279c,bf57d74454cd6c00370f77cd1a50ee54, (MSCNS Floor: 05 Rm: 5S25),b1579bc454cd6c00370f77cd1a50ee4e,SLCHT05A,,ABDC,A
success,RhondaAdmin,2014-03-24 21:03:43,7c120f1389a31100090da23bf5f0e484,0,RhondaAdmin,2014-03-24 21:03:43,f1b04b1389a31100090da23bf5f0e4e5,3e56174454cd6c00370f77cd1a50ee59, (MSCNS Floor: 04 Rm: 4050),25579bc454cd6c00370f77cd1a50ee23,CAM04A,,CBCA1,A
success,RhondaAdmin,2014-03-24 21:03:43,7c120f1389a31100090da23bf5f0e485,0,RhondaAdmin,2014-03-24 21:03:43,f1b04b1389a31100090da23bf5f0e4e5,3e56174454cd6c00370f77cd1a50ee59, (MSCNS Floor: 06 Rm: 6339),7d579bc454cd6c00370f77cd1a50ee78,CAM06A,,CBCA1,A
success,svc-midsrv,2014-06-24 09:01:39,7c1f06f8b96de100bfac9d5b8151791c,0,svc-midsrv,2014-06-24 09:01:39,fdb04b1389a31100090da23bf5f0e4e7,2556d70454cd6c00370f77cd1a50eeca, (MSCNS Floor: 03 Rm: 2809),59575bc454cd6c00370f77cd1a50eec9,NB02A,,,A
success,RhondaAdmin,2014-03-24 21:04:20,7d324f1389a31100090da23bf5f0e420,1,svc-midsrv,2014-06-07 09:01:00,86b04b1389a31100090da23bf5f0e4e8,87569b0454cd6c00370f77cd1a50eef4, (MSCNS Floor: 0G Rm: 12),a8c9fe60406c0100a7c4289f845e4dd5,OS00B,,,B
success,RhondaAdmin,2014-03-24 21:04:24,7e324f1389a31100090da23bf5f0e427,0,RhondaAdmin,2014-03-24 21:04:24,b9b04b1389a31100090da23bf5f0e4e4,3a561b0454cd6c00370f77cd1a50ee6d, (MSCNS Floor: 03 Rm: 3004),59575bc454cd6c00370f77cd1a50eec9,BIH03A,,CBCA1,A
success,RhondaAdmin,2014-03-24 21:24:24,7fc68f5389a31100090da23bf5f0e433,1,svc-midsrv,2014-06-07 09:00:55,085ca36351e3110032e3236e4abe27a3,ad7b6fb289fb5100090da23bf5f0e4ea, (MSCNS Floor: 03 Rm: 305),59575bc454cd6c00370f77cd1a50eec9,WCFB03B,,WCO MED,B
success,RhondaAdmin,2014-03-24 21:04:13,80324f1389a31100090da23bf5f0e403,0,RhondaAdmin,2014-03-24 21:04:13,86b04b1389a31100090da23bf5f0e4e9,2656174454cd6c00370f77cd1a50ee09, (MSCNS Floor: 02 Rm: 0),30575bc454cd6c00370f77cd1a50ee5f,SHB02A,,0,A
success,RhondaAdmin,2014-03-24 21:04:13,80324f1389a31100090da23bf5f0e404,0,RhondaAdmin,2014-03-24 21:04:13,86b04b1389a31100090da23bf5f0e4e9,2656174454cd6c00370f77cd1a50ee09, (MSCNS Floor: 08 Rm: 0),b5579fc454cd6c00370f77cd1a50ee4c,SHB08A,,0,A
success,RhondaAdmin,2014-03-24 21:04:00,81220f1389a31100090da23bf5f0e4c3,0,RhondaAdmin,2014-03-24 21:04:00,31b04b1389a31100090da23bf5f0e4e7,c257db4454cd6c00370f77cd1a50eea2,Get key from on-site security. (MSCNS Floor: 01 Rm: 1118),ac571bc454cd6c00370f77cd1a50eef8,HCS01A,,security,A
success,RhondaAdmin,2014-03-24 21:04:33,81424f1389a31100090da23bf5f0e449,1,svc-midsrv,2014-06-07 09:01:18,79b04b1389a31100090da23bf5f0e4e7,e7565f0454cd6c00370f77cd1a50eeaf, (MSCNS Floor: 02 Rm: 2009),30575bc454cd6c00370f77cd1a50ee5f,ML02A,,PMS9,A
success,RhondaAdmin,2014-03-24 21:03:49,82120f1389a31100090da23bf5f0e491,0,RhondaAdmin,2014-03-24 21:03:49,f5b04b1389a31100090da23bf5f0e4e5,b056d34454cd6c00370f77cd1a50ee05, (MSCNS Floor: 01 Rm: 1057),ac571bc454cd6c00370f77cd1a50eef8,CID01A,,PMS9,A
success,RhondaAdmin,2014-03-24 21:04:05,82220f1389a31100090da23bf5f0e4cd,0,RhondaAdmin,2014-03-24 21:04:05,b9b04b1389a31100090da23bf5f0e4e7,63571f4454cd6c00370f77cd1a50ee9d,key at front desk (MSCNS Floor: 01 Rm: 1014),ac571bc454cd6c00370f77cd1a50eef8,MONT01A,,front desk,A
success,RhondaAdmin,2014-03-24 21:04:20,82324f1389a31100090da23bf5f0e421,1,svc-midsrv,2014-06-07 09:01:00,86b04b1389a31100090da23bf5f0e4e8,87569b0454cd6c00370f77cd1a50eef4, (MSCNS Floor: 0G Rm: Lab),a8c9fe60406c0100a7c4289f845e4dd5,OS00C,,MLBM,C
success,RhondaAdmin,2014-03-24 21:04:37,82424f1389a31100090da23bf5f0e452,0,RhondaAdmin,2014-03-24 21:04:37,f9b04b1389a31100090da23bf5f0e4e6,e2575b4454cd6c00370f77cd1a50ee1d, (MSCNS Floor: 01 Rm: 1018),ac571bc454cd6c00370f77cd1a50eef8,GDCE01F,,combo,F
success,RhondaAdmin,2014-03-24 21:04:37,82424f1389a31100090da23bf5f0e453,0,RhondaAdmin,2014-03-24 21:04:37,86b04b1389a31100090da23bf5f0e4e8,87569b0454cd6c00370f77cd1a50eef4, (MSCNS Floor: 01 Rm: 1101),ac571bc454cd6c00370f77cd1a50eef8,OS01C,,QA34,C
success,RhondaAdmin,2014-03-24 21:24:17,82c64f5389a31100090da23bf5f0e4e0,1,svc-midsrv,2014-06-07 09:01:00,ec3c636351e3110032e3236e4abe27e7,, (MSCNS Floor: 14 Rm: 14400),f7579b0854cd6c00370f77cd1a50ee0e,CP14A,,CBCA1,A
success,RhondaAdmin,2014-03-24 21:24:54,83e6cf5389a31100090da23bf5f0e455,1,svc-midsrv,2014-06-07 09:01:12,ec3c636351e3110032e3236e4abe27e7,,rm BB-ST-44 (MSCNS Floor: 00 Rm: ST-44),,CP00B,,CBCA,B
success,RhondaAdmin,2014-03-24 21:03:56,84220f1389a31100090da23bf5f0e4ad,0,RhondaAdmin,2014-03-24 21:03:56,f5b04b1389a31100090da23bf5f0e4e7,5d565b0454cd6c00370f77cd1a50eee4, (MSCNS Floor: 02 Rm: 2205),30575bc454cd6c00370f77cd1a50ee5f,MCM02B,,Security,B
success,RhondaAdmin,2014-03-24 21:04:13,84324f1389a31100090da23bf5f0e403,0,RhondaAdmin,2014-03-24 21:04:13,86b04b1389a31100090da23bf5f0e4e9,2656174454cd6c00370f77cd1a50ee09, (MSCNS Floor: 03 Rm: 0),59575bc454cd6c00370f77cd1a50eec9,SHB03A,,0,A
success,RhondaAdmin,2014-03-24 21:04:29,84424f1389a31100090da23bf5f0e441,0,RhondaAdmin,2014-03-24 21:04:29,f9b04b1389a31100090da23bf5f0e4e7,51561f0454cd6c00370f77cd1a50ee6a, (MSCNS Floor: 08 Rm: 862),b5579fc454cd6c00370f77cd1a50ee4c,MS08A,,POA23,A
success,RhondaAdmin,2014-03-24 21:04:00,85220f1389a31100090da23bf5f0e4c3,0,RhondaAdmin,2014-03-24 21:04:00,31b04b1389a31100090da23bf5f0e4e7,c257db4454cd6c00370f77cd1a50eea2,Get key from on-site security. Room is across from elevators. (MSCNS Floor: 03 Rm: 3003),59575bc454cd6c00370f77cd1a50eec9,HCS03A,,staff,A
success,RhondaAdmin,2014-03-24 21:04:04,86220f1389a31100090da23bf5f0e4cc,1,svc-midsrv,2014-06-07 09:00:37,79b04b1389a31100090da23bf5f0e4e7,e7565f0454cd6c00370f77cd1a50eeaf, (MSCNS Floor: 0G Rm: LO2),a8c9fe60406c0100a7c4289f845e4dd5,ML00A,,Badge,A
success,RhondaAdmin,2014-03-24 21:04:05,86220f1389a31100090da23bf5f0e4cd,0,RhondaAdmin,2014-03-24 21:04:05,b9b04b1389a31100090da23bf5f0e4e7,63571f4454cd6c00370f77cd1a50ee9d, (MSCNS Floor: 02 Rm: 2R),30575bc454cd6c00370f77cd1a50ee5f,MONT02R,,no key,R
success,RhondaAdmin,2014-03-24 21:04:37,86424f1389a31100090da23bf5f0e452,0,RhondaAdmin,2014-03-24 21:04:37,f9b04b1389a31100090da23bf5f0e4e6,e2575b4454cd6c00370f77cd1a50ee1d, (MSCNS Floor: 01 Rm: 1018),ac571bc454cd6c00370f77cd1a50eef8,GDCE01G,,combo,G
success,RhondaAdmin,2014-03-24 21:24:17,86c64f5389a31100090da23bf5f0e4df,1,svc-midsrv,2014-06-07 09:00:16,ec3c636351e3110032e3236e4abe27e7,, (MSCNS Floor: 05 Rm: CP5A),b1579bc454cd6c00370f77cd1a50ee4e,CP05A,,CBCA1,A
