Date	RX Average	RX Peak	TX Average	TX Peak	RX90	TX90
2013/09/13 19:00 	93091650 	201880576 	308548892 	536782028 	125540352 	403421081
2013/09/14 19:00 	58672535 	167001770 	138801432 	328509952 	83880721 	182238105
2013/09/15 19:00 	92877498 	401622254 	436968946 	1154317585 	150695697 	838541550
2013/09/16 19:00 	103895885 	334122325 	477497234 	969753361 	191711129 	785246720
2013/09/17 19:00 	282288117 	725186901 	428573617 	1432022084 	547533892 	943311394
2013/09/18 19:00 	380832804 	980971383 	445107013 	1211250176 	633809203 	863659349
2013/09/19 19:00 	107106120 	300521028 	370272625 	1100447709 	158026342 	731209284
2013/09/20 19:00 	89916058 	201145719 	138154724 	300003942 	122013081 	206162193
2013/09/21 19:00 	39976795 	129847091 	103376742 	524817066 	62641527 	162026018
2013/09/22 19:00 	323175236 	850551057 	332600354 	1056201557 	686750651 	718082389
2013/09/23 19:00 	535131148 	911236164 	360261824 	1134304119 	728597128 	728985326
2013/09/24 19:00 	215394140 	641297988 	351626553 	1175353582 	338561604 	738153847
2013/09/25 19:00 	151367214 	393189649 	348121990 	1017508249 	243193241 	722192759
2013/09/26 19:00 	134597358 	869700130 	305457210 	1204518229 	298604919 	735708398
2013/09/27 19:00 	54989009 	226194807 	101254660 	277709414 	104071270 	160252074
2013/09/28 19:00 	89199220 	158225373 	101493523 	247607978 	122157533 	160146090
2013/09/29 19:00 	142968418 	320475989 	505788972 	1188216456 	224583406 	863609480
2013/09/30 19:00 	141245432 	378198732 	535364132 	1259153476 	213374737 	936715673
2013/10/01 19:00 	128613134 	492325307 	549754575 	1542556569 	199579716 	938090564
2013/10/02 19:00 	157290763 	398026888 	826470333 	1669867144 	275626973 	1204438528
2013/10/03 19:00 	175984393 	564435456 	883163923 	1756178466 	289711411 	1435703739
2013/10/04 19:00 	82955487 	256101341 	438741865 	777101721 	116162389 	542149017
2013/10/05 19:00 	79590579 	212722585 	416679628 	653916364 	106697932 	543665698
2013/10/06 19:00 	209023130 	1014334668 	597306053 	1419505425 	418422647 	1042962397
2013/10/07 19:00 	145352754 	573581516 	434777195 	1313743462 	255091473 	914382643
2013/10/08 19:00 	116944127 	465277917 	393516458 	1312510054 	183668155 	824354235
2013/10/09 19:00 	169407763 	696324949 	369412958 	1077952341 	260489523 	776087586
2013/10/10 19:00 	96769898 	456992938 	337752433 	946246690 	166970299 	675144806
2013/10/11 19:00 	50006636 	160186675 	157538693 	315631035 	76026914 	212297250
2013/10/12 19:00 	50232571 	266724932 	101335732 	254101026 	72851319 	145169066
2013/10/13 19:00 	107165827 	660006536 	352930197 	1209105817 	191295829 	793200537
2013/10/14 19:00 	114734331 	566567355 	377722810 	1143572309 	226247509 	752761719
2013/10/15 19:00 	102851870 	417340586 	417550450 	1178653832 	206533188 	868228198
2013/10/16 19:00 	354240739 	1243415040 	433199340 	1402610414 	743942929 	996916497
2013/10/17 19:00 	98737737 	796833553 	434063171 	1341038045 	186275703 	880447931
2013/10/18 19:00 	37564678 	91526724 	105435066 	369786606 	65656490 	156556492
2013/10/19 19:00 	39799123 	172690602 	119390327 	364710297 	64517085 	194314137
2013/10/20 19:00 	158150281 	841740288 	336163887 	1034966459 	286433996 	706486988
2013/10/21 19:00 	160656119 	381112285 	403599276 	1697198899 	267864371 	878024499
2013/10/22 19:00 	84141358 	508369988 	442269770 	1668520311 	161839718 	942118707
2013/10/23 19:00 	87090726 	400814284 	406248824 	1400978295 	175470899 	889401821
2013/10/24 19:00 	83344751 	383232512 	344814948 	1107448115 	163993600 	775742293
2013/10/25 19:00 	36900284 	348391765 	103147920 	278532608 	55489536 	151478135
2013/10/26 19:00 	48735923 	757930257 	114126019 	371124531 	73473911 	204993501
2013/10/27 19:00 	117944239 	554405239 	349887113 	1310030950 	204482662 	801493128
2013/10/28 19:00 	81898176 	474773913 	361952424 	1288382566 	145976866 	767786325
2013/10/29 19:00 	116153741 	588465493 	392520276 	1308751462 	287908215 	796594073
2013/10/30 19:00 	219176965 	816579925 	386882580 	1168768682 	531089237 	831399560
2013/10/31 19:00 	193807321 	871802948 	487398539 	1386233856 	479408264 	1086965725
2013/11/01 19:00 	131115280 	504977066 	183257409 	931056401 	424516369 	476808806
2013/11/02 19:00 	152444856 	602638779 	145748542 	572725009 	432261905 	268067703
2013/11/03 18:00 	136346717 	835185664 	354146392 	1478206532 	506922086 	753300821
2013/11/04 18:00 	82383115 	606864418 	343889330 	974657228 	151275451 	694621764
2013/11/05 18:00 	110814485 	463963272 	429258156 	1080868386 	263428710 	828352238
2013/11/06 18:00 	122623214 	446957840 	355122392 	980623700 	192986453 	733988966
2013/11/07 18:00 	100678655 	385683694 	291409270 	959394166 	181790787 	669273360
2013/11/08 18:00 	50313609 	420866593 	92452163 	349271926 	63093896 	140071832
2013/11/09 18:00 	52271038 	177322495 	90304562 	295078399 	73321607 	144949111
2013/11/10 18:00 	158372159 	1015794687 	334182349 	1091771357 	389900833 	817241019
2013/11/11 18:00 	139204983 	502805981 	340480471 	1319944703 	346997179 	757240182
2013/11/12 18:00 	110851649 	427938678 	330628123 	1057864566 	182911351 	707029708
2013/11/13 18:00 	162628798 	756856456 	341442572 	1185705881 	300816417 	760744208
2013/11/14 18:00 	121864836 	643906764 	300400868 	1008469127 	233397691 	667789550
2013/11/15 18:00 	50117576 	130931882 	103563200 	276647866 	67882870 	167743522
2013/11/16 18:00 	57641478 	165594350 	109354474 	354645879 	82213033 	183412462
2013/11/17 18:00 	139239569 	534863018 	448016743 	1489584981 	335861622 	1075509589
2013/11/18 18:00 	237164103 	1282108518 	418755475 	1469206288 	566321049 	904872378
2013/11/19 18:00 	161692574 	807181312 	352076225 	1183908112 	403019502 	779069439
2013/11/20 18:00 	128911519 	638278997 	382766519 	1362745172 	241067656 	862530115
2013/11/21 18:00 	162226856 	885392076 	346739488 	1258875664 	259162008 	788712004
2013/11/22 18:00 	76939078 	401690316 	134114941 	610795758 	121392127 	228463410
2013/11/23 18:00 	63513495 	165662855 	113094528 	591207559 	86669141 	177255388
2013/11/24 18:00 	157758855 	1008486843 	381541053 	1094682623 	229051357 	813877451
2013/11/25 18:00 	172993198 	598043511 	464434312 	1211930180 	271638459 	1002976597
2013/11/26 18:00 	158321388 	600213298 	245649136 	848618119 	477607901 	534689553
2013/11/27 18:00 	46106379 	244447947 	66689780 	295997815 	63216980 	100577689
2013/11/28 18:00 	40247859 	121009322 	80602981 	276756514 	57105817 	133619813
2013/11/29 18:00 	43118987 	235198702 	76818767 	496680071 	59681279 	123294344
2013/11/30 18:00 	44553969 	227524778 	137842861 	1016485785 	61584724 	224658192
2013/12/01 18:00 	145688096 	629450546 	352288277 	1054617770 	243888912 	770879385
2013/12/02 18:00 	189624416 	665122952 	327548477 	1078863496 	304837427 	685327018
2013/12/03 18:00 	177151548 	822811271 	353113772 	1175308389 	322248669 	756843792
2013/12/04 18:00 	144393891 	536009796 	364536856 	1142533768 	232330137 	757455803
2013/12/05 18:00 	235335321 	781353812 	381157921 	1272121002 	597977736 	800067447
2013/12/06 18:00 	62505815 	283633731 	103471536 	438025181 	88448613 	167747788
2013/12/07 18:00 	60704981 	170532692 	103787181 	296826435 	87741712 	167532782
2013/12/08 18:00 	203964280 	755516995 	326944792 	1173360707 	334204723 	753337650
2013/12/09 18:00 	110812353 	542463521 	393052813 	1366592306 	186943589 	964026572
2013/12/10 18:00 	377997741 	1069421772 	358586481 	1091189725 	738053528 	739135282
2013/12/11 18:00 	330395323 	873837909 	416549334 	1153088613 	663957674 	811674760
2013/12/12 18:00 	92908645 	425283822 	353894709 	1078831854 	169073424 	765113752
2013/12/13 18:00 	49755048 	151902310 	109167761 	429566463 	69440750 	156770542
2013/12/14 18:00 	56731051 	297153194 	156454531 	575788509 	79187728 	321816814
2013/12/15 18:00 	86265918 	306214979 	349478530 	1039478032 	164140953 	783949892
2013/12/16 18:00 	193829678 	860501776 	340666682 	1162609799 	625283651 	732151602
2013/12/17 18:00 	154225502 	951496601 	339951412 	1263221383 	363767978 	756151943
2013/12/18 18:00 	448606275 	1223894493 	342255311 	1693132423 	981654151 	734676787
2013/12/19 18:00 	102418697 	373735525 	336410917 	1377655500 	181617458 	679680101
2013/12/20 18:00 	51849520 	170469580 	93797529 	255946205 	70642926 	140922401
2013/12/21 18:00 	52194467 	207643272 	76954599 	202864093 	69309712 	105729842
2013/12/22 18:00 	425213623 	1082426060 	259090472 	812568780 	956192392 	607227903
2013/12/23 18:00 	313462651 	717478570 	168377093 	636811161 	425104895 	398108125
2013/12/24 18:00 	144423078 	447994162 	55112887 	190121471 	270440004 	80278357
2013/12/25 18:00 	176642521 	565674871 	229902276 	896865587 	447429665 	588477814
2013/12/26 18:00 	115914497 	413718493 	207494978 	752598664 	178413670 	499666329
2013/12/27 18:00 	40881794 	424273817 	55086059 	452373947 	55638186 	80170666
2013/12/28 18:00 	38579313 	308171605 	57487741 	210752579 	53729723 	89141554
2013/12/29 18:00 	128987729 	527864592 	303291731 	950920259 	384743696 	720662322
2013/12/30 18:00 	79349771 	270614868 	221644485 	896537292 	136840942 	500706235
2013/12/31 18:00 	69294068 	191936818 	67311296 	499929531 	127780078 	99844232
2014/01/01 18:00 	90092889 	417338230 	302309809 	986357793 	161646011 	755439751
2014/01/02 18:00 	92969477 	319379250 	274033158 	1099887820 	175740245 	645454745
2014/01/03 18:00 	46095319 	140990088 	89261653 	473017002 	58151832 	148052889
2014/01/04 18:00 	55364398 	230659890 	84560538 	409587506 	78398566 	128378845
2014/01/05 18:00 	85866594 	400185548 	211855898 	681751824 	156860347 	383304021
2014/01/06 18:00 	96681963 	537534190 	350290557 	1296410077 	178576110 	817306384
2014/01/07 18:00 	359430523 	1244576938 	389918587 	1103269375 	843743129 	877761740
2014/01/08 18:00 	238312070 	768348535 	459627517 	1547133132 	389765017 	1000791074
2014/01/09 18:00 	210841935 	783929275 	368517957 	1288513944 	449533814 	817618636
2014/01/10 18:00 	127467386 	257410662 	144388342 	306548257 	166699928 	194839653
2014/01/11 18:00 	66020917 	198146901 	167551283 	405073851 	90183099 	213694087
2014/01/12 18:00 	153949913 	654580189 	400292627 	1131652334 	426906623 	829448566
2014/01/13 18:00 	162929519 	776817424 	436898466 	1375652487 	312448067 	965467784
2014/01/14 18:00 	365262136 	913747933 	662228350 	2249710011 	737777765 	1599616204
2014/01/15 18:00 	621853917 	1070857045 	420828848 	1344039867 	750454271 	917264963
2014/01/16 18:00 	210919885 	1069689992 	410845821 	1183167556 	306456507 	803101183
2014/01/17 18:00 	211180120 	363289224 	217658229 	414483899 	273960243 	297140052
2014/01/18 18:00 	182281753 	274894677 	177381866 	433080012 	213284829 	261406514
2014/01/19 18:00 	207508421 	324488600 	189703335 	707566625 	240319896 	361039427
2014/01/20 18:00 	194142787 	943790523 	378858112 	1164492355 	281442645 	809415406
2014/01/21 18:00 	273865178 	705172889 	378590713 	1356437059 	475969193 	775930402
2014/01/22 18:00 	254472816 	649061478 	394016106 	1202819754 	441197738 	935516637
2014/01/23 18:00 	160522861 	827964791 	398674596 	1529528114 	360713078 	994885358
2014/01/24 18:00 	77031001 	186780296 	108066628 	360411066 	106546653 	176981162
2014/01/25 18:00 	85732490 	226669841 	135755247 	359589545 	143295761 	255156769
2014/01/26 18:00 	132354944 	654330947 	454490968 	1432830838 	218786781 	951208993
2014/01/27 18:00 	234583811 	986654821 	469719193 	1231893912 	385982565 	850317618
2014/01/28 18:00 	333702839 	1024812031 	429261197 	1240672528 	584732706 	894544281
2014/01/29 18:00 	611803794 	942973029 	355108460 	1145197806 	764828841 	816974472
2014/01/30 18:00 	301035702 	762538188 	438594893 	1309741260 	572931890 	862320366
2014/01/31 18:00 	123359618 	334392968 	458311671 	1025150394 	156632200 	581749827
2014/02/01 18:00 	111694063 	253077981 	502302472 	765303329 	181284385 	620353501
2014/02/02 18:00 	222263216 	857351713 	683997288 	1682229383 	627852560 	1143816942
2014/02/03 18:00 	188486982 	880100283 	526609079 	1486921284 	492448186 	925114538
2014/02/04 18:00 	152195194 	929378132 	505523109 	1514191359 	239326685 	1080614365
2014/02/05 18:00 	197139384 	832098440 	576684350 	1300701729 	309441911 	959639927
2014/02/06 18:00 	193896822 	454534450 	615466117 	1626603075 	323969467 	1077313399
2014/02/07 18:00 	146097757 	262787412 	180278572 	441801829 	206153215 	317626913
2014/02/08 18:00 	65198887 	222098158 	121540841 	313170090 	96632421 	202890956
2014/02/09 18:00 	146974498 	584141311 	372054616 	1157471060 	295568861 	810857028
2014/02/10 18:00 	188475765 	748991829 	384353400 	1124513791 	319498444 	853465735
2014/02/11 18:00 	211983763 	683335542 	409023228 	1337593821 	361983283 	891045751
2014/02/12 18:00 	173962455 	904340240 	378288102 	1300796517 	256417860 	845328997
2014/02/13 18:00 	149640555 	677405866 	331126739 	1551757687 	281243613 	720655495
2014/02/14 18:00 	103061514 	392768204 	126643827 	327609172 	210827741 	214559299
2014/02/15 18:00 	62510181 	291947894 	119313032 	265678506 	85447713 	170707899
2014/02/16 18:00 	154260393 	439474721 	386308098 	1541575645 	291556078 	853719960
2014/02/17 18:00 	154137059 	557353881 	405915031 	1432928358 	228054220 	908756274
2014/02/18 18:00 	164420443 	642978918 	486295069 	1556305680 	315416677 	1102138367
2014/02/19 18:00 	248839733 	778127598 	464883846 	1652556594 	468856216 	959364334
2014/02/20 18:00 	190676820 	632100966 	456150961 	1479925555 	307301580 	1009238937
2014/02/21 18:00 	76876140 	181607799 	327178745 	783095534 	121667788 	544934808
2014/02/22 18:00 	99887258 	269261448 	282714277 	930642670 	180570453 	514815214
2014/02/23 18:00 	204196767 	708256699 	500789351 	1392578798 	268664695 	1027494569
2014/02/24 18:00 	214158635 	684010324 	476554430 	1215428402 	382694399 	846856976
2014/02/25 18:00 	214814427 	653858269 	460288981 	1431964603 	333043130 	939911440
2014/02/26 18:00 	207244989 	906683049 	453556457 	1582663610 	344193399 	966106964
2014/02/27 18:00 	217229040 	966594150 	373214192 	1252181981 	287441441 	819854165
2014/02/28 18:00 	167860477 	475276321 	128899473 	338279560 	209804663 	192025326
2014/03/01 18:00 	195848493 	435118830 	124840031 	411857646 	240446054 	199440451
2014/03/02 18:00 	191639324 	623630677 	529737306 	1826388002 	274727799 	1182111061
2014/03/03 18:00 	201745863 	538929151 	569820874 	1865662326 	359213977 	1443026124
2014/03/04 18:00 	184721097 	533995656 	541809006 	1361087112 	299254783 	996006808
2014/03/05 18:00 	220999922 	842132991 	483173722 	1234827093 	428410265 	841972360
2014/03/06 18:00 	226167819 	999832610 	484173082 	1206681599 	482768212 	873301094
2014/03/07 18:00 	151893919 	548673364 	136007649 	576583918 	452538880 	233808895
2014/03/08 18:00 	145654846 	532263832 	158043252 	587697663 	467552084 	478359380
2014/03/09 19:00 	249782620 	650944784 	411173775 	1532299706 	469768157 	978437460
2014/03/10 19:00 	268684555 	872281736 	363388696 	1284742143 	383429631 	822246672
2014/03/11 19:00 	254207705 	641598838 	379479037 	1082456200 	377019357 	842640076
2014/03/12 19:00 	279428607 	909849053 	408809712 	1102430309 	448632592 	861583667
2014/03/13 19:00 	203573274 	760824251 	405878452 	1228348824 	319217902 	856245998
2014/03/14 19:00 	202149206 	417995604 	118442420 	565004082 	328502851 	173422557
2014/03/15 19:00 	66633866 	183063756 	212886647 	480245623 	93311624 	326613435
2014/03/16 19:00 	145529407 	532506281 	474478031 	1361483093 	211950386 	969200503
